season_year,player_id,first_name,last_name,team,assists,assists_event,assists_per_game,birth_date,catches,even_strength_goals,faceoff_pct,faceoffs_total,faceoffs_won,game_winning_goals,games,goals,goals_against,goals_event,goals_per_game,height_cm,ice_time_min_per_game,ice_time_s,is_goalie,name,nationality,pim,pim_event,plus_minus,points,points_event,points_per_game,position,powerplay_goals_event,pp_assists,pp_goals,primary_assists,save_pct_calc,saves,secondary_assists,sh_assists,sh_goals,shooting_pct,shoots,shorthanded_goals_event,shots,shots_from_shotmap,shots_per_game,team_side,weight_kg
2025,29446865,JOOSE,ANTONEN,K-Espoo,11,11,0.611,1995-04-28,,1,,0,0,0,18,1,0,1,0.056,187,0.0,0,False,JOOSE ANTONEN,FIN,6,6,0,12,12,0.667,OL,0,0,0,7,,0,4,0,0,2.38,RIGHT,0,42,42,2.333,home,84
2025,30832947,VEETI,MIETTINEN,KooKoo,2,2,0.095,2001-09-20,,7,,0,0,1,21,9,0,9,0.429,175,0.0,0,False,VEETI MIETTINEN,FIN,0,0,0,11,11,0.524,VL,2,0,0,1,,0,1,0,0,11.39,LEFT,0,79,79,3.762,away,70
2025,33420204,KASPER,LUNDELL,HIFK,4,4,0.077,2004-03-11,,6,,0,0,0,52,7,0,7,0.135,182,0.0,0,False,KASPER LUNDELL,FIN,4,4,0,11,11,0.212,VL,1,0,0,1,,0,3,0,0,10.94,LEFT,0,64,64,1.231,away,82
2025,60674392,Tim,Lindfors,Pelicans,6,6,0.088,2003-11-02,,5,,0,0,1,68,5,0,5,0.074,185,0.0,0,False,Tim Lindfors,SWE,6,6,0,11,11,0.162,OL,0,0,0,4,,0,2,0,0,11.11,RIGHT,0,45,45,0.662,away,84
2025,33410418,ARTTU,ALASIURUA,Kärpät,6,6,0.1,2005-02-05,,4,,0,0,0,60,5,0,5,0.083,182,0.0,0,False,ARTTU ALASIURUA,FIN,8,8,0,11,11,0.183,VL,1,0,0,5,,0,1,0,0,5.43,LEFT,0,92,92,1.533,away,77
2025,30639603,AARNE,TALVITIE,TPS,6,6,0.092,1999-02-11,,4,,0,0,0,65,5,0,5,0.077,180,0.0,0,False,AARNE TALVITIE,FIN,26,26,0,11,11,0.169,KH,1,0,0,5,,0,1,0,0,6.25,LEFT,0,80,80,1.231,away,89
2025,31927592,SAMUEL,VALKEEJÄRVI,KooKoo,7,7,0.111,2001-05-11,,4,,0,0,1,63,4,0,4,0.063,182,0.0,0,False,SAMUEL VALKEEJÄRVI,FIN,22,22,0,11,11,0.175,VL,0,0,0,4,,0,3,0,0,5.97,LEFT,0,67,67,1.063,away,83
2025,25567120,OTTO,SOMPPI,Tappara,7,7,0.333,1998-01-12,,3,,0,0,1,21,4,0,4,0.19,185,0.0,0,False,OTTO SOMPPI,FIN,10,10,0,11,11,0.524,OL,1,0,0,5,,0,2,0,0,7.14,LEFT,0,56,56,2.667,home,89
2025,25567120,OTTO,SOMPPI,HIFK,7,7,0.171,1998-01-12,,2,,0,0,1,41,4,0,4,0.098,185,0.0,0,False,OTTO SOMPPI,FIN,14,14,0,11,11,0.268,KH,2,0,0,4,,0,3,0,0,4.3,LEFT,0,93,93,2.268,home,89
2025,24880895,PANU,MIEHO,HIFK,8,8,0.125,1995-01-24,,3,,0,0,0,64,3,0,3,0.047,186,0.0,0,False,PANU MIEHO,FIN,20,20,0,11,11,0.172,VL,0,0,0,4,,0,4,0,0,6.0,LEFT,0,50,50,0.781,home,84
2025,22679723,MIKKO,NIEMELÄ,SaiPa,8,8,0.099,1990-10-09,,3,,0,0,1,81,3,0,3,0.037,187,0.0,0,False,MIKKO NIEMELÄ,FIN,24,24,0,11,11,0.136,OP,0,0,0,2,,0,6,0,0,2.7,RIGHT,0,111,111,1.37,away,91
2025,60703849,VICTOR,BERGLUND,Kärpät,8,8,0.136,1999-08-02,,2,,0,0,0,59,3,0,3,0.051,184,0.0,0,False,VICTOR BERGLUND,SWE,8,8,0,11,11,0.186,OP,1,0,0,5,,0,3,0,0,3.66,RIGHT,0,82,82,1.39,away,77
2025,24324348,Ari,Gröndahl,KooKoo,9,9,0.141,1989-08-11,,1,,0,0,1,64,2,0,2,0.031,195,0.0,0,False,Ari Gröndahl,FIN,20,20,0,11,11,0.172,OP,1,0,0,4,,0,5,0,0,1.79,RIGHT,0,112,112,1.75,away,98
2025,23000702,OTSO,RANTAKARI,Sport,9,9,0.214,1993-11-19,,0,,0,0,0,42,2,0,2,0.048,182,0.0,0,False,OTSO RANTAKARI,FIN,22,22,0,11,11,0.262,OP,2,0,0,4,,0,5,0,0,1.57,RIGHT,0,127,127,3.024,home,80
2025,24177003,RONI,SEVÄNEN,TPS,9,9,0.138,1995-04-17,,2,,0,0,1,65,2,0,2,0.031,184,0.0,0,False,RONI SEVÄNEN,FIN,24,24,0,11,11,0.169,P,0,0,0,4,,0,5,0,0,1.67,LEFT,0,120,120,1.846,away,86
2025,60860539,ADAM,NAJMAN,Ilves,9,9,0.127,2001-01-07,,2,,0,0,2,71,2,0,2,0.028,183,0.0,0,False,ADAM NAJMAN,CZE,12,12,0,11,11,0.155,KH,0,0,0,4,,0,5,0,0,2.86,LEFT,0,70,70,0.986,home,86
2025,60466255,SIMON,STRANSKY,Ilves,9,9,0.45,1997-12-21,,0,,0,0,1,20,2,0,2,0.1,182,0.0,0,False,SIMON STRANSKY,CZE,8,8,0,11,11,0.55,VL,2,0,0,4,,0,5,0,0,6.06,LEFT,0,33,33,1.65,home,89
2025,60544386,NICLAS,LUNDGREN,Jukurit,10,10,0.154,1989-10-15,,1,,0,0,0,65,1,0,1,0.015,183,0.0,0,False,NICLAS LUNDGREN,SWE,18,18,0,11,11,0.169,VP,0,0,0,5,,0,5,0,0,0.82,LEFT,0,122,122,1.877,home,93
2025,60853869,VIKTOR,GRANHOLM,SaiPa,4,4,0.085,1997-04-30,,5,,0,0,0,47,6,0,6,0.128,180,0.0,0,False,VIKTOR GRANHOLM,NOR,6,6,0,10,10,0.213,OL,1,0,0,1,,0,3,0,0,5.66,RIGHT,0,106,106,2.255,away,85
2025,60556807,ADAM,BRODECKI,HPK,4,4,0.138,1995-02-22,,5,,0,0,0,29,6,0,6,0.207,180,0.0,0,False,ADAM BRODECKI,SWE,6,6,0,10,10,0.345,OL,1,0,0,2,,0,2,0,0,10.91,RIGHT,0,55,55,1.897,away,80
2025,30001778,SANTERI,HARTIKAINEN,HIFK,5,5,0.079,1999-01-05,,5,,0,0,0,63,5,0,5,0.079,184,0.0,0,False,SANTERI HARTIKAINEN,FIN,8,8,0,10,10,0.159,KH,0,0,0,2,,0,3,0,0,7.81,RIGHT,0,64,64,1.016,home,83
2025,21407161,JONAS,ENLUND,Pelicans,5,5,0.074,1987-11-03,,5,,0,0,0,68,5,0,5,0.074,183,0.0,0,False,JONAS ENLUND,FIN,12,12,0,10,10,0.147,OL,0,0,0,2,,0,3,0,0,11.36,LEFT,0,44,44,0.647,away,87
2025,30754342,AATU,AARNIO,Sport,5,5,0.074,2000-06-25,,5,,0,0,0,68,5,0,5,0.074,187,0.0,0,False,AATU AARNIO,FIN,49,49,0,10,10,0.147,P,0,0,0,3,,0,2,0,0,2.96,LEFT,0,169,169,2.485,home,84
2025,24962616,KASPERI,OJANTAKANEN,Ässät,5,5,0.071,1995-01-12,,4,,0,0,1,70,5,0,5,0.071,180,0.0,0,False,KASPERI OJANTAKANEN,FIN,20,20,0,10,10,0.143,KH,1,0,0,2,,0,3,0,0,8.06,RIGHT,0,62,62,0.886,home,79
2025,29022140,Niko,Seppälä,K-Espoo,6,6,0.128,1998-09-09,,4,,0,0,0,47,4,0,4,0.085,187,0.0,0,False,Niko Seppälä,FIN,38,38,0,10,10,0.213,OP,0,0,0,2,,0,4,0,0,3.48,LEFT,0,115,115,2.447,away,99
2025,23097498,MIRO,RUOKONEN,HPK,6,6,0.095,1996-03-27,,2,,0,0,1,63,4,0,4,0.063,182,0.0,0,False,MIRO RUOKONEN,FIN,8,8,0,10,10,0.159,OL,1,0,0,5,,0,1,0,0,6.06,LEFT,1,66,66,1.048,away,86
2025,28948856,ANTON,STRÅKA,Sport,7,7,0.111,1998-04-06,,2,,0,0,0,63,3,0,3,0.048,191,0.0,0,False,ANTON STRÅKA,FIN,59,59,0,10,10,0.159,KH,0,0,0,2,,0,5,0,0,3.49,LEFT,1,86,86,1.365,home,95
2025,28570745,HENRI,KNUUTINEN,TPS,7,7,0.127,1997-12-27,,3,,0,0,1,55,3,0,3,0.055,190,0.0,0,False,HENRI KNUUTINEN,FIN,4,4,0,10,10,0.182,VL,0,0,0,4,,0,3,0,0,5.66,LEFT,0,53,53,0.964,away,95
2025,34118968,ARTTU,KÄRKI,Ässät,7,7,0.152,2004-12-08,,1,,0,0,1,46,3,0,3,0.065,187,0.0,0,False,ARTTU KÄRKI,FIN,2,2,0,10,10,0.217,P,2,0,0,3,,0,4,0,0,3.26,LEFT,0,92,92,2.0,away,82
2025,22240990,ALEKSI,LAAKSO,K-Espoo,9,9,0.138,1990-03-16,,1,,0,0,0,65,1,0,1,0.015,182,0.0,0,False,ALEKSI LAAKSO,FIN,28,28,0,10,10,0.154,VP,0,0,0,8,,0,1,0,0,0.66,LEFT,0,151,151,2.323,away,80
2025,31531807,Ville,Puhakka,KooKoo,3,3,0.047,2000-05-15,,6,,0,0,1,64,6,0,6,0.094,190,0.0,0,False,Ville Puhakka,FIN,24,24,0,9,9,0.141,VP,0,0,0,1,,0,2,0,0,3.87,RIGHT,0,155,155,2.422,away,95
2025,22510552,OSKARI,MANNINEN,HIFK,5,5,0.079,1991-04-22,,4,,0,0,1,63,4,0,4,0.063,179,0.0,0,False,OSKARI MANNINEN,FIN,32,32,0,9,9,0.143,P,0,0,0,1,,0,4,0,0,2.99,LEFT,0,134,134,2.127,home,84
2025,32576625,Jesse,Seppälä,HIFK,5,5,0.079,2002-01-07,,4,,0,0,0,63,4,0,4,0.063,172,0.0,0,False,Jesse Seppälä,FIN,8,8,0,9,9,0.143,VL,0,0,0,3,,0,2,0,0,5.8,LEFT,0,69,69,1.095,home,70
2025,40431875,HUGO,GALLET,Tappara,5,5,0.072,1997-06-20,,4,,0,0,0,69,4,0,4,0.058,192,0.0,0,False,HUGO GALLET,FRA,26,26,0,9,9,0.13,OP,0,0,0,3,,0,2,0,0,3.17,LEFT,0,126,126,1.826,home,93
2025,60856582,ARVID,DEGERSTEDT,K-Espoo,6,6,0.12,1999-05-22,,3,,0,0,0,50,3,0,3,0.06,178,0.0,0,False,ARVID DEGERSTEDT,SWE,4,4,0,9,9,0.18,VL,0,0,0,2,,0,4,0,0,4.55,LEFT,0,66,66,1.32,away,77
2025,40054258,Jesse,Pulkkinen,JYP,6,6,0.1,2004-12-27,,3,,0,0,0,60,3,0,3,0.05,198,0.0,0,False,Jesse Pulkkinen,FIN,28,28,0,9,9,0.15,P,0,0,0,1,,0,5,0,0,3.16,LEFT,0,95,95,1.583,home,98
2025,29934157,ALEKSI,ANTTALAINEN,Ässät,6,6,0.086,1999-03-28,,3,,0,0,1,70,3,0,3,0.043,175,0.0,0,False,ALEKSI ANTTALAINEN,FIN,63,63,0,9,9,0.129,VP,0,0,0,3,,0,3,0,0,1.84,LEFT,0,163,163,2.329,home,91
2025,28273262,JUHO,RAUTANEN,Ilves,6,6,0.086,1997-05-25,,3,,0,0,0,70,3,0,3,0.043,183,0.0,0,False,JUHO RAUTANEN,FIN,6,6,0,9,9,0.129,P,0,0,0,1,,0,5,0,0,3.61,LEFT,0,83,83,1.186,home,88
2025,23165838,TOMI,SALLINEN,K-Espoo,7,7,0.108,1989-02-11,,1,,0,0,1,65,2,0,2,0.031,184,0.0,0,False,TOMI SALLINEN,FIN,14,14,0,9,9,0.138,KH,1,0,0,1,,0,6,0,0,2.04,LEFT,0,98,98,1.508,away,80
2025,60747516,MARTIN,JANDUS,Kärpät,7,7,0.119,1997-12-02,,2,,0,0,0,59,2,0,2,0.034,180,0.0,0,False,MARTIN JANDUS,CZE,18,18,0,9,9,0.153,OP,0,0,0,2,,0,5,0,0,2.15,RIGHT,0,93,93,1.576,away,79
2025,32306811,Severi,Immonen,Jukurit,8,8,0.123,2000-06-21,,1,,0,0,1,65,1,0,1,0.015,183,0.0,0,False,Severi Immonen,FIN,22,22,0,9,9,0.138,OL,0,0,0,5,,0,3,0,0,2.17,LEFT,0,46,46,0.708,home,85
2025,32551174,JESPER,AHLROTH,KooKoo,8,8,0.125,2002-04-30,,1,,0,0,0,64,1,0,1,0.016,192,0.0,0,False,JESPER AHLROTH,FIN,18,18,0,9,9,0.141,VP,0,0,0,4,,0,4,0,0,0.79,LEFT,0,126,126,1.969,away,96
2025,60702311,CHRISTIAN,KÅSASTUL,KooKoo,8,8,0.136,1997-04-09,,1,,0,0,1,59,1,0,1,0.017,176,0.0,0,False,CHRISTIAN KÅSASTUL,NOR,16,16,0,9,9,0.153,OP,0,0,0,2,,0,6,0,0,1.43,LEFT,0,70,70,1.186,away,88
2025,24421720,VALTTERI,HIETANEN,Sport,8,8,0.118,1992-12-23,,1,,0,0,0,68,1,0,1,0.015,186,0.0,0,False,VALTTERI HIETANEN,FIN,38,38,0,9,9,0.132,VP,0,0,0,4,,0,4,0,0,0.83,LEFT,0,121,121,1.779,home,88
2025,60578087,OLIVER,LARSEN,HIFK,8,8,0.32,1998-12-25,,1,,0,0,0,25,1,0,1,0.04,185,0.0,0,False,OLIVER LARSEN,DEN,0,0,0,9,9,0.36,OP,0,0,0,4,,0,4,0,0,1.06,RIGHT,0,94,94,3.76,away,91
2025,23557763,Juuso,Vainio,JYP,4,4,0.068,1994-09-06,,4,,0,0,0,59,4,0,4,0.068,184,0.0,0,False,Juuso Vainio,FIN,10,10,0,8,8,0.136,OP,0,0,0,1,,0,3,0,0,5.63,RIGHT,0,71,71,1.203,home,95
2025,60544388,LIBOR,ZABRANSKY,Pelicans,4,4,0.1,2000-05-26,,4,,0,0,0,40,4,0,4,0.1,185,0.0,0,False,LIBOR ZABRANSKY,CZE,10,10,0,8,8,0.2,OP,0,0,0,3,,0,1,0,0,4.04,RIGHT,0,99,99,2.475,away,86
2025,30951530,JOONA,RIEKKINEN,Ässät,4,4,0.057,1999-03-05,,4,,0,0,1,70,4,0,4,0.057,184,0.0,0,False,JOONA RIEKKINEN,FIN,10,10,0,8,8,0.114,OP,0,0,0,2,,0,2,0,0,2.74,LEFT,0,146,146,2.086,home,87
2025,32294910,NIKLAS,YLITALO,Lukko,5,5,0.072,2000-02-01,,3,,0,0,2,69,3,0,3,0.043,179,0.0,0,False,NIKLAS YLITALO,FIN,4,4,0,8,8,0.116,OL,0,0,0,3,,0,2,0,0,6.67,RIGHT,0,45,45,0.652,home,79
2025,60924538,COLE,FONSTAD,Sport,5,5,0.278,2000-04-24,,2,,0,0,1,18,3,0,3,0.167,177,0.0,0,False,COLE FONSTAD,CAN,4,4,0,8,8,0.444,KH,1,0,0,3,,0,2,0,0,10.34,LEFT,0,29,29,1.611,home,71
2025,40040956,Niklas,Nykyri,HIFK,7,7,0.109,2006-01-26,,1,,0,0,0,64,1,0,1,0.016,187,0.0,0,False,Niklas Nykyri,FIN,6,6,0,8,8,0.125,P,0,0,0,4,,0,3,0,0,2.0,LEFT,0,50,50,0.781,home,86
2025,32219869,Ruben,Rafkin,Tappara,7,7,0.146,2002-01-08,,1,,0,0,0,48,1,0,1,0.021,182,0.0,0,False,Ruben Rafkin,FIN,44,44,0,8,8,0.167,P,0,0,0,4,,0,3,0,0,0.71,RIGHT,0,141,141,2.938,home,86
2025,40373820,AATOS,KOIVU,TPS,7,7,0.109,2006-06-22,,1,,0,0,0,64,1,0,1,0.016,185,0.0,0,False,AATOS KOIVU,FIN,10,10,0,8,8,0.125,OL,0,0,0,3,,0,4,0,0,2.86,RIGHT,0,35,35,0.547,away,74
2025,32681170,HANNES,HÄKKILÄ,Sport,7,7,0.171,2002-09-22,,1,,0,0,1,41,1,0,1,0.024,175,0.0,0,False,HANNES HÄKKILÄ,FIN,12,12,0,8,8,0.195,P,0,0,0,4,,0,3,0,0,2.0,LEFT,0,50,50,1.22,away,80
2025,60915971,THOMAS,CARON,HPK,2,2,0.111,2000-08-29,,4,,0,0,3,18,5,0,5,0.278,0,0.0,0,False,THOMAS CARON,CAN,20,20,0,7,7,0.389,OL,1,0,0,1,,0,1,0,0,17.24,LEFT,0,29,29,1.611,away,0
2025,33510428,OKKO,KANGASNIEMI,Sport,3,3,0.103,2000-06-13,,1,,0,0,0,29,4,0,4,0.138,175,0.0,0,False,OKKO KANGASNIEMI,FIN,4,4,0,7,7,0.241,VL,3,0,0,0,,0,3,0,0,10.26,LEFT,0,39,39,1.345,away,79
2025,34397653,NIILO,ROMPPANEN,Jukurit,4,4,0.062,2002-03-21,,3,,0,0,1,64,3,0,3,0.047,192,0.0,0,False,NIILO ROMPPANEN,FIN,14,14,0,7,7,0.109,VP,0,0,0,4,,0,0,0,0,2.52,LEFT,0,119,119,1.859,home,96
2025,23167645,SAKU,SALMELA,KooKoo,4,4,0.063,1990-05-16,,3,,0,0,0,63,3,0,3,0.048,177,0.0,0,False,SAKU SALMELA,FIN,14,14,0,7,7,0.111,P,0,0,0,1,,0,3,0,0,2.54,LEFT,0,118,118,1.873,away,84
2025,22937737,JUUSO,PULLI,JYP,4,4,0.082,1991-08-30,,3,,0,0,0,49,3,0,3,0.061,185,0.0,0,False,JUUSO PULLI,FIN,40,40,0,7,7,0.143,P,0,0,0,2,,0,2,0,0,3.12,LEFT,0,96,96,1.959,home,90
2025,60698903,LUCAS,NORDSÄTER,Jukurit,5,5,0.077,1998-10-08,,2,,0,0,0,65,2,0,2,0.031,186,0.0,0,False,LUCAS NORDSÄTER,SWE,81,81,0,7,7,0.108,OP,0,0,0,3,,0,2,0,0,1.42,LEFT,0,141,141,2.169,home,88
2025,21926286,MIRO,KARJALAINEN,Sport,5,5,0.125,1996-05-23,,2,,0,0,0,40,2,0,2,0.05,200,0.0,0,False,MIRO KARJALAINEN,FIN,27,27,0,7,7,0.175,OP,0,0,0,1,,0,4,0,0,4.65,RIGHT,0,43,43,1.075,home,100
2025,24509817,CASIMIR,JÜRGENS,TPS,5,5,0.077,1994-12-26,,2,,0,0,1,65,2,0,2,0.031,182,0.0,0,False,CASIMIR JÜRGENS,FIN,10,10,0,7,7,0.108,VP,0,0,0,3,,0,2,0,0,1.63,LEFT,0,123,123,1.892,away,85
2025,60866816,MICHAEL,VUKOJEVIC,Pelicans,6,6,0.107,2001-06-08,,1,,0,0,0,56,1,0,1,0.018,191,0.0,0,False,MICHAEL VUKOJEVIC,CAN,102,102,0,7,7,0.125,VP,0,0,0,1,,0,5,0,0,1.69,LEFT,0,59,59,1.054,away,98
2025,60923412,CASEY,DORNBACH,Jukurit,7,7,0.389,1997-07-07,,0,,0,0,0,18,0,0,0,0.0,183,0.0,0,False,CASEY DORNBACH,USA,10,10,0,7,7,0.389,KH,0,0,0,2,,0,5,0,0,0.0,RIGHT,0,27,27,1.5,away,82
2025,25063158,Joni,Piipponen,K-Espoo,2,2,0.031,1994-06-29,,4,,0,0,0,65,4,0,4,0.062,183,0.0,0,False,Joni Piipponen,FIN,6,6,0,6,6,0.092,VL,0,0,0,0,,0,2,0,0,7.14,LEFT,0,56,56,0.862,away,88
2025,40076231,Juuso,Nykänen,Tappara,2,2,0.029,2003-10-11,,4,,0,0,0,69,4,0,4,0.058,188,0.0,0,False,Juuso Nykänen,FIN,31,31,0,6,6,0.087,OL,0,0,0,2,,0,0,0,0,14.29,RIGHT,0,28,28,0.406,home,90
2025,40005133,Sisu-Petteri,Lehtonen,TPS,2,2,0.034,2003-06-03,,3,,0,0,1,59,4,0,4,0.068,189,0.0,0,False,Sisu-Petteri Lehtonen,FIN,22,22,0,6,6,0.102,VP,0,0,0,1,,0,1,0,0,2.74,LEFT,1,146,146,2.475,away,93
2025,60661835,Ondrej,Kos,Ilves,3,3,0.043,2006-03-07,,3,,0,0,2,70,3,0,3,0.043,189,0.0,0,False,Ondrej Kos,CZE,31,31,0,6,6,0.086,VL,0,0,0,2,,0,1,0,0,8.33,LEFT,0,36,36,0.514,home,84
2025,33401427,VILJAM,SANDVIK,Jukurit,4,4,0.062,2003-02-04,,1,,0,0,0,65,2,0,2,0.031,177,0.0,0,False,VILJAM SANDVIK,FIN,4,4,0,6,6,0.092,VL,0,0,0,2,,0,2,0,0,5.56,RIGHT,1,36,36,0.554,home,82
2025,29782985,NIKLAS,PELTOMÄKI,Jukurit,4,4,0.062,1998-04-09,,2,,0,0,0,64,2,0,2,0.031,191,0.0,0,False,NIKLAS PELTOMÄKI,FIN,20,20,0,6,6,0.094,OP,0,0,0,0,,0,4,0,0,1.67,LEFT,0,120,120,1.875,home,88
2025,31252775,Samuli,Aaltonen,HPK,4,4,0.063,2000-08-22,,2,,0,0,0,63,2,0,2,0.032,190,0.0,0,False,Samuli Aaltonen,FIN,41,41,0,6,6,0.095,VL,0,0,0,3,,0,1,0,0,3.12,LEFT,0,64,64,1.016,away,88
2025,40113846,Joona,Saarelainen,KalPa,4,4,0.051,2006-04-04,,2,,0,0,0,78,2,0,2,0.026,176,0.0,0,False,Joona Saarelainen,FIN,4,4,0,6,6,0.077,VL,0,0,0,1,,0,3,0,0,4.26,LEFT,0,47,47,0.603,home,86
2025,31773199,AKSELI,MÄKINEN,KooKoo,4,4,0.067,2002-05-23,,2,,0,0,0,60,2,0,2,0.033,186,0.0,0,False,AKSELI MÄKINEN,FIN,4,4,0,6,6,0.1,KH,0,0,0,2,,0,2,0,0,5.41,LEFT,0,37,37,0.617,away,83
2025,24479743,Olli,Juolevi,Tappara,4,4,0.059,1998-05-05,,2,,0,0,0,68,2,0,2,0.029,191,0.0,0,False,Olli Juolevi,FIN,6,6,0,6,6,0.088,VP,0,0,0,2,,0,2,0,0,3.28,LEFT,0,61,61,0.897,home,90
2025,23168071,TUOMAS,SALMELA,Ässät,4,4,0.1,1995-06-30,,2,,0,0,0,40,2,0,2,0.05,188,0.0,0,False,TUOMAS SALMELA,FIN,24,24,0,6,6,0.15,VP,0,0,0,2,,0,2,0,0,2.47,LEFT,0,81,81,2.025,home,91
2025,22918316,VILLE,POKKA,Kärpät,4,4,0.154,1994-06-03,,2,,0,0,0,26,2,0,2,0.077,183,0.0,0,False,VILLE POKKA,FIN,4,4,0,6,6,0.231,OP,0,0,0,2,,0,2,0,0,2.86,RIGHT,0,70,70,2.692,away,90
2025,22671530,Markus,Nenonen,TPS,5,5,0.263,1992-10-29,,1,,0,0,0,19,1,0,1,0.053,187,0.0,0,False,Markus Nenonen,FIN,6,6,0,6,6,0.316,VL,0,0,0,4,,0,1,0,0,1.33,LEFT,0,75,75,3.947,away,94
2025,32845479,Feetu,Knihti,Ässät,5,5,0.071,2003-03-16,,1,,0,0,0,70,1,0,1,0.014,182,0.0,0,False,Feetu Knihti,FIN,6,6,0,6,6,0.086,VL,0,0,0,3,,0,2,0,0,2.13,LEFT,0,47,47,0.671,home,81
2025,30738423,TONI,UTUNEN,Ilves,5,5,0.071,2000-04-27,,1,,0,0,0,70,1,0,1,0.014,181,0.0,0,False,TONI UTUNEN,FIN,16,16,0,6,6,0.086,VP,0,0,0,3,,0,2,0,0,0.64,LEFT,0,157,157,2.243,home,89
2025,60905351,BRAYDEN,TRACEY,Jukurit,5,5,0.294,2001-05-28,,1,,0,0,0,17,1,0,1,0.059,183,0.0,0,False,BRAYDEN TRACEY,CAN,4,4,0,6,6,0.353,VL,0,0,0,2,,0,3,0,0,2.63,LEFT,0,38,38,2.235,home,76
2025,32634347,JOONA,LEHMUS,JYP,5,5,0.208,2002-01-17,,1,,0,0,0,24,1,0,1,0.042,177,0.0,0,False,JOONA LEHMUS,FIN,4,4,0,6,6,0.25,VP,0,0,0,2,,0,3,0,0,1.75,LEFT,0,57,57,2.375,home,75
2025,24459695,OSSI,IKONEN,HPK,6,6,0.095,1990-03-04,,0,,0,0,0,63,0,0,0,0.0,179,0.0,0,False,OSSI IKONEN,FIN,18,18,0,6,6,0.095,VP,0,0,0,2,,0,4,0,0,0.0,LEFT,0,88,88,1.397,away,75
2025,60816858,TOBIAS,EKBERG,K-Espoo,3,3,0.046,1994-01-13,,2,,0,0,1,65,2,0,2,0.031,179,0.0,0,False,TOBIAS EKBERG,SWE,20,20,0,5,5,0.077,P,0,0,0,0,,0,3,0,0,2.74,LEFT,0,73,73,1.123,away,85
2025,34394517,RONI,JOKINEN,JYP,3,3,0.05,2004-02-06,,2,,0,0,0,60,2,0,2,0.033,177,0.0,0,False,RONI JOKINEN,FIN,10,10,0,5,5,0.083,P,0,0,0,1,,0,2,0,0,5.0,RIGHT,0,40,40,0.667,home,76
2025,33640071,Peetu,Kiukas,SaiPa,3,3,0.041,2005-03-07,,2,,0,0,0,74,2,0,2,0.027,180,0.0,0,False,Peetu Kiukas,FIN,2,2,0,5,5,0.068,VP,0,0,0,2,,0,1,0,0,7.14,LEFT,0,28,28,0.378,away,80
2025,31539993,Kalle,Ervasti,Lukko,3,3,0.042,2003-03-07,,2,,0,0,0,71,2,0,2,0.028,183,0.0,0,False,Kalle Ervasti,FIN,16,16,0,5,5,0.07,P,0,0,0,1,,0,2,0,0,2.56,RIGHT,0,78,78,1.099,home,84
2025,30628504,MIIKA,TIIHONEN,Sport,3,3,0.044,1997-11-01,,1,,0,0,0,68,2,0,2,0.029,188,0.0,0,False,MIIKA TIIHONEN,FIN,20,20,0,5,5,0.074,VL,0,0,0,1,,0,2,0,0,2.9,LEFT,1,69,69,1.015,home,88
2025,40048503,MITJA,JOKINEN,TPS,3,3,0.046,2006-03-01,,2,,0,0,0,65,2,0,2,0.031,180,0.0,0,False,MITJA JOKINEN,FIN,14,14,0,5,5,0.077,OP,0,0,0,2,,0,1,0,0,2.35,LEFT,0,85,85,1.308,away,78
2025,29783858,KASPER,BJÖRKQVIST,Ilves,3,3,0.043,1997-07-10,,2,,0,0,0,70,2,0,2,0.029,187,0.0,0,False,KASPER BJÖRKQVIST,FIN,12,12,0,5,5,0.071,VL,0,0,0,2,,0,1,0,0,2.86,LEFT,0,70,70,1.0,home,96
2025,32294910,NIKLAS,YLITALO,Sport,3,3,0.2,2000-02-01,,2,,0,0,1,15,2,0,2,0.133,179,0.0,0,False,NIKLAS YLITALO,FIN,2,2,0,5,5,0.333,OL,0,0,0,3,,0,0,0,0,16.67,RIGHT,0,12,12,0.8,home,79
2025,23966862,PETTERI,LINDBOHM,HIFK,4,4,0.063,1993-09-23,,1,,0,0,1,63,1,0,1,0.016,190,0.0,0,False,PETTERI LINDBOHM,FIN,12,12,0,5,5,0.079,VP,0,0,0,2,,0,2,0,0,1.43,LEFT,0,70,70,1.111,home,93
2025,34321195,ELMERI,LAAKSO,SaiPa,4,4,0.068,2004-07-19,,1,,0,0,0,59,1,0,1,0.017,184,0.0,0,False,ELMERI LAAKSO,FIN,12,12,0,5,5,0.085,OP,0,0,0,2,,0,2,0,0,3.23,LEFT,0,31,31,0.525,away,90
2025,40015008,VILI,MUNKKI,TPS,4,4,0.062,2002-02-26,,1,,0,0,0,65,1,0,1,0.015,183,0.0,0,False,VILI MUNKKI,FIN,8,8,0,5,5,0.077,VL,0,0,0,4,,0,0,0,0,3.45,LEFT,0,29,29,0.446,away,90
2025,21926286,MIRO,KARJALAINEN,Ässät,4,4,0.133,1996-05-23,,1,,0,0,0,30,1,0,1,0.033,200,0.0,0,False,MIRO KARJALAINEN,FIN,65,65,0,5,5,0.167,P,0,0,0,1,,0,3,0,0,1.39,RIGHT,0,72,72,2.4,away,100
